ver.list,fg.com,ml.com,wt.com,eig.com,fg.com.N,ml.com.N,wt.com.N,eig.com.N,time,max.event.size,min.event.size,mean.event.size,pati.n,pati.regular,pati.trad,pati.china,pati.labor,pati.gender,pati.envi,pati.land
宜蘭縣產業總工會,4,9,11,8,26,82,26,41,18,45,45,45,1,1,1,0,1,0,0,0
華隆自救會,3,9,1,6,48,82,50,57,18,25,25,25,1,0,1,0,1,0,0,0
RCA員工關懷協會,1,7,1,1,61,36,50,63,18,21,21,21,1,0,1,0,0,0,1,0
人權公約施行監督聯盟,2,10,3,7,53,67,51,58,18,57,26,41.5,2,0,2,1,0,0,0,1
台灣21世紀婦女協會,2,10,3,7,53,67,51,58,18,57,57,57,1,0,1,1,0,0,0,0
台灣區倉儲運輸業工會聯合會,3,9,2,6,48,82,46,57,18,55,55,55,1,1,1,0,1,0,0,0
台灣國際家庭互助協會,3,9,2,6,48,82,46,57,18,55,55,55,1,1,1,0,1,0,0,0
台塑關係企業工會聯合會,4,9,11,8,26,82,26,41,18,45,45,45,1,1,1,0,1,0,0,0
中華電信工會,4,9,11,8,26,82,26,41,18,45,45,45,1,1,1,0,1,0,0,0
南臺灣廢核行動聯盟,1,7,1,1,61,36,50,63,18,21,21,21,1,0,1,0,0,0,1,0
永社,2,10,3,7,53,67,51,58,18,57,26,41.5,2,0,2,1,0,0,0,1
台灣基層護理產業工會,3,9,2,8,48,82,46,41,18,55,45,50,2,2,2,0,2,0,0,0
澄社,2,10,3,7,53,67,51,58,18,57,24,35.667,3,0,3,2,0,0,0,1
台灣公義社,2,10,3,7,53,67,51,58,18,57,57,57,1,0,1,1,0,0,0,0
非典型勞動工作坊,3,9,2,6,48,82,46,57,18,55,25,40,2,1,2,0,2,0,0,0
廢除死刑推動聯盟,2,10,3,7,53,67,51,58,18,57,57,57,1,0,1,1,0,0,0,0
台灣新聞傳播產業工會,3,9,2,6,48,82,46,57,18,55,55,55,1,1,1,0,1,0,0,0
高雄市職業總工會,4,9,11,8,26,82,26,41,18,45,45,45,1,1,1,0,1,0,0,0
鄭南榕基金會,5,8,4,1,13,19,15,63,18,26,26,26,1,0,1,0,0,0,0,1
台灣跨性別權益行動會,3,9,2,6,48,82,46,57,18,55,55,55,1,1,1,0,1,0,0,0
高雄市機械總工會,4,9,11,8,26,82,26,41,18,45,45,45,1,1,1,0,1,0,0,0
主婦聯盟生活消費合作社,1,7,1,1,61,36,50,63,18,46,46,46,1,1,1,0,0,0,1,0
台北律師公會人權委員會,5,8,4,1,13,19,15,63,18,26,26,26,1,0,1,0,0,0,0,1
宜蘭人文基金會,1,7,1,1,61,36,50,63,18,46,46,46,1,1,1,0,0,0,1,0
台灣法學會,5,8,4,1,13,19,15,63,18,26,26,26,1,0,1,0,0,0,0,1
台灣民族同盟,2,10,3,7,53,67,51,58,18,57,57,57,1,0,1,1,0,0,0,0
爸爸非核陣線,1,7,1,1,61,36,50,63,18,46,46,46,1,1,1,0,0,0,1,0
荒野保護協會,1,7,1,1,61,36,50,63,18,46,46,46,1,1,1,0,0,0,1,0
台灣社,2,10,3,7,53,67,51,58,18,57,57,57,1,0,1,1,0,0,0,0
台灣護理產業工會,4,9,11,8,26,82,26,41,18,45,45,45,1,1,1,0,1,0,0,0
中華民國視覺藝術協會,1,7,1,1,61,36,50,63,18,46,46,46,1,1,1,0,0,0,1,0
台灣社會福利總盟,2,10,3,7,53,67,51,58,18,57,57,57,1,0,1,1,0,0,0,0
台灣大學工會,4,9,11,8,26,82,26,41,18,45,45,45,1,1,1,0,1,0,0,0
醫師勞動條件改革小組,3,9,2,8,48,82,46,41,18,55,45,50,2,2,2,0,2,0,0,0
市縣政府機關環保工會聯合會,4,9,11,8,26,82,26,41,18,45,45,45,1,1,1,0,1,0,0,0
台灣客社,2,10,3,7,53,67,51,58,18,57,57,57,1,0,1,1,0,0,0,0
國道收費員自救會,4,9,11,8,26,82,26,41,18,45,45,45,1,1,1,0,1,0,0,0
新北市愛鄉協會,1,7,1,1,61,36,50,63,18,46,46,46,1,1,1,0,0,0,1,0
南洋台灣姊妹會,3,9,2,6,48,82,46,57,18,55,55,55,1,1,1,0,1,0,0,0
台灣醫療勞動正義與病人安全促進聯盟,4,9,11,8,26,82,26,41,18,45,45,45,1,1,1,0,1,0,0,0
台灣勞動政策與社會研究協會,2,10,3,7,53,67,51,58,18,57,57,57,1,0,1,1,0,0,0,0
政治大學學生勞動權益促進會,4,9,11,8,26,82,26,41,18,45,45,45,1,1,1,0,1,0,0,0
青少年發聲網,1,7,1,1,61,36,50,63,18,46,46,46,1,1,1,0,0,0,1,0
台灣出版自由陣線,4,9,11,8,26,82,26,41,18,45,45,45,1,1,1,0,1,0,0,0
前衛出版社,1,7,1,1,61,36,50,63,18,46,46,46,1,1,1,0,0,0,1,0
台灣製造產業大聯盟,2,10,3,7,53,67,51,58,18,57,57,57,1,0,1,1,0,0,0,0
當代漂泊,4,9,11,8,26,82,26,41,18,45,45,45,1,1,1,0,1,0,0,0
主婦聯盟環境保護基金會,1,7,1,1,61,36,50,63,18,46,46,46,1,1,1,0,0,0,1,0
消防員工作權益促進會,3,9,2,6,48,82,46,57,18,55,55,55,1,1,1,0,1,0,0,0
青平台基金會,1,7,1,1,61,36,50,63,18,46,46,46,1,1,1,0,0,0,1,0
財團法人台灣省天主教會新竹教區移民及外勞服務中心,3,9,2,6,48,82,46,57,18,55,55,55,1,1,1,0,1,0,0,0
台灣自由貿易調查局,4,9,11,8,26,82,26,41,18,45,45,45,1,1,1,0,1,0,0,0
媽媽監督核電廠聯盟,1,7,1,1,61,36,50,63,18,46,46,46,1,1,1,0,0,0,1,0
高雄市教育產業工會,3,9,2,6,48,82,46,57,18,55,55,55,1,1,1,0,1,0,0,0
民主黑潮學生聯盟,4,9,11,8,26,82,26,41,18,45,45,45,1,1,1,0,1,0,0,0
新文化工作隊,1,7,1,1,61,36,50,63,18,46,46,46,1,1,1,0,0,0,1,0
台灣基督長老教會,3,9,2,6,48,82,46,57,18,55,55,55,1,1,1,0,1,0,0,0
瓶蓋工廠守衛隊,3,9,2,6,48,82,46,57,18,55,55,55,1,1,1,0,1,0,0,0
自由邊緣,4,9,11,8,26,82,26,41,18,45,45,45,1,1,1,0,1,0,0,0
行南文化協會,2,10,3,7,53,67,51,58,18,57,57,57,1,0,1,1,0,0,0,0
陳家自救會,3,9,2,6,48,82,46,57,18,55,55,55,1,1,1,0,1,0,0,0
二樓,4,9,11,8,26,82,26,41,18,45,45,45,1,1,1,0,1,0,0,0
快樂公民學苑,2,10,3,7,53,67,51,58,18,57,57,57,1,0,1,1,0,0,0,0
青島三,4,9,11,8,26,82,26,41,18,45,45,45,1,1,1,0,1,0,0,0
陽明山古蹟聚落生態護育聯盟,3,9,2,6,48,82,46,57,18,55,55,55,1,1,1,0,1,0,0,0
新竹地區保全業產業工會,3,9,2,6,48,82,46,57,18,55,55,55,1,1,1,0,1,0,0,0
看守台灣協會,2,10,3,7,53,67,51,58,18,57,57,57,1,0,1,1,0,0,0,0
新海瓦斯工會,3,9,2,6,48,82,46,57,18,55,55,55,1,1,1,0,1,0,0,0
機場捷運A7站自救會,3,9,2,6,48,82,46,57,18,55,55,55,1,1,1,0,1,0,0,0
台北市文山社區大學,2,10,3,7,53,67,51,58,18,57,57,57,1,0,1,1,0,0,0,0
台灣同志遊行聯盟,6,2,4,1,9,9,9,57,19,12,12,12,1,1,1,0,0,1,0,0
人民火大行動聯盟,1,10,2,1,61,60,58,57,19,55,21,36.333,6,3,6,0,3,0,2,1
台灣移工聯盟,3,10,13,1,48,60,1,57,19,2,2,2,1,1,1,0,1,0,0,0
千障權益行動聯盟,10,1,14,2,1,1,1,1,19,1,1,1,1,1,1,0,0,0,0,0
團結工聯,3,10,2,7,48,60,58,41,19,55,45,50,2,2,2,0,2,0,0,0
台灣學生促進中國民主化促進會,8,6,5,6,3,51,3,60,19,4,4,4,1,1,1,1,0,0,0,0
台灣國家聯盟,1,6,6,6,61,51,4,60,19,7,7,7,1,1,1,0,0,0,0,0
全國廢核行動平台,1,6,1,6,61,51,89,60,19,46,7,24.667,3,1,3,0,0,0,2,0
台北市在台西藏人福利協會,2,11,7,8,55,52,5,60,19,8,8,8,1,1,1,1,0,0,0,0
廢核行腳,2,11,1,8,55,52,89,60,19,16,16,16,1,0,1,0,0,0,1,0
全國關廠工人連線,2,9,2,7,55,28,58,41,19,45,16,28.667,3,1,3,0,2,0,1,0
公民1985行動聯盟,2,11,1,8,55,52,89,60,19,57,1,21,5,0,5,2,0,0,1,0
台灣伴侶權益推動聯盟,6,2,4,1,9,9,9,57,19,12,1,6.5,2,1,2,0,0,2,0,0
毛小孩是家人家人不買不賣,11,3,15,3,1,1,1,1,19,1,1,1,1,0,1,0,0,0,0,0
反南鐵東移自救會,3,10,2,1,48,60,58,57,19,55,3,29,2,1,2,0,1,0,0,1
下一代幸福聯盟,12,4,16,4,1,1,1,1,19,1,1,1,1,0,0,0,0,1,0,0
大高雄總工會,2,11,1,7,55,52,89,41,19,57,6,37.4,5,2,5,2,2,0,1,0
綠色公民行動聯盟,1,6,1,6,61,51,89,60,19,57,16,34.857,7,2,7,2,2,0,3,0
台灣農村陣線,1,10,1,6,61,60,89,60,19,57,7,32,7,2,7,1,2,0,1,2
908台灣國總部,1,6,1,6,61,51,89,60,19,57,5,36,3,1,3,2,0,0,1,0
地球公民基金會,1,6,1,8,61,51,89,60,19,57,6,27.857,7,1,7,2,1,0,4,0
全國文化資產守護聯盟,1,6,17,6,61,51,1,60,19,2,2,2,1,0,1,0,0,0,0,0
法輪功,7,7,12,8,3,3,3,60,19,5,5,5,1,0,1,1,0,0,0,0
淡海二期反徵收自救聯盟,9,5,8,5,3,3,3,3,19,3,3,3,1,0,1,0,0,0,0,1
桃園航空城自救會,3,10,2,1,48,60,58,57,19,55,8,31.5,2,1,2,0,1,0,0,1
反黑箱服貿民主陣線,2,11,1,8,55,52,89,60,19,57,4,23,4,0,4,3,0,0,0,0
黑色島國青年陣線,2,11,1,8,55,52,89,60,19,57,1,24.667,6,1,6,3,2,0,1,0
同志諮詢熱線,3,10,2,1,48,60,58,57,19,55,12,30.667,3,2,3,0,2,1,0,0
三鶯部落自救會,3,10,2,1,48,60,58,57,19,55,25,40,2,1,2,0,2,0,0,0
台灣國際勞工協會,3,10,2,1,48,60,58,57,19,55,2,27.333,3,2,3,0,3,0,0,0
華人民主書院,8,6,5,6,3,51,3,60,19,4,4,4,1,1,1,1,0,0,0,0
台北市小英之友會,1,6,6,6,61,51,4,60,19,7,7,7,1,1,1,0,0,0,0,0
人本教育基金會,1,6,1,6,61,51,89,60,19,57,21,41.333,3,1,3,1,0,0,2,0
西藏青年會台灣分會,2,11,7,8,55,52,5,60,19,8,8,8,1,1,1,1,0,0,0,0
反迫遷連線,3,8,3,1,48,15,15,57,19,26,8,19.667,3,0,3,0,1,0,0,2
民間司法改革基金會,2,11,1,8,55,52,89,60,19,57,7,24.25,4,1,4,2,1,0,0,0
南鐵居住正義青年小組,3,10,10,1,48,60,2,57,19,3,3,3,1,0,1,0,0,0,0,1
中華民國老人福利推動聯盟,2,11,1,8,55,52,89,60,19,57,24,40.5,2,0,2,2,0,0,0,0
台灣人權促進會,1,6,1,6,61,51,89,60,19,57,6,24.556,9,2,9,3,1,0,3,2
竹南大埔自救會,5,8,3,6,13,15,15,60,19,26,26,26,1,0,1,0,0,0,0,1
後勁基金會,2,11,1,8,55,52,89,60,19,6,6,6,1,0,1,0,0,0,1,0
OURs專業者都市改革組織,1,6,1,6,61,51,89,60,19,46,2,24,2,1,2,0,0,0,1,0
台灣團結聯盟,7,7,12,8,3,3,3,60,19,5,5,5,1,0,1,1,0,0,0,0
淡海青年陣線,9,5,8,5,3,3,3,3,19,3,3,3,1,0,1,0,0,0,0,1
島國前進,2,11,11,8,55,52,2,60,19,4,4,4,1,0,1,1,0,0,0,0
台灣性別不明關懷協會,6,2,4,1,9,9,9,57,19,12,12,12,1,1,1,0,0,1,0,0
台灣關懷中國人權聯盟,8,6,5,6,3,51,3,60,19,4,4,4,1,1,1,1,0,0,0,0
台灣二二八關懷總會,1,6,6,6,61,51,4,60,19,7,7,7,1,1,1,0,0,0,0,0
台灣圖博之友會,2,11,7,8,55,52,5,60,19,8,8,8,1,1,1,1,0,0,0,0
台灣蠻野心足生態協會,1,10,2,1,61,60,58,57,19,55,16,39,3,2,3,0,1,0,2,0
青年樂生聯盟,2,10,2,1,55,60,58,57,19,25,16,20.5,2,0,2,0,1,0,1,0
惜根台灣協會,3,10,10,1,48,60,2,57,19,3,3,3,1,0,1,0,0,0,0,1
北海岸反核行動聯盟,1,6,1,6,61,51,89,60,19,46,21,33.5,2,1,2,0,0,0,2,0
捍衛農鄉聯盟,1,10,2,1,61,60,58,57,19,55,26,42.333,3,2,3,0,1,0,1,1
台灣電子電機資訊產業工會,3,10,2,7,48,60,58,41,19,55,6,35.333,3,2,3,0,2,0,1,0
台灣南社,2,11,1,8,55,52,89,60,19,57,5,31,2,0,2,2,0,0,0,0
台灣綠色酷兒協會,9,5,8,5,3,3,3,3,19,3,3,3,1,0,1,0,0,0,0,1
民主鬥陣,2,11,11,8,55,52,2,60,19,4,4,4,1,0,1,1,0,0,0,0
台灣紅絲帶基金會,6,2,4,1,9,9,9,57,19,12,12,12,1,1,1,0,0,1,0,0
工人國際委員會,3,10,2,1,48,60,58,57,19,55,12,33.5,2,2,2,0,1,1,0,0
中華民國鐵路工會全國聯合會,4,9,9,7,26,28,26,41,19,45,45,45,1,1,1,0,1,0,0,0
台灣守護民主平台,1,6,1,6,61,51,89,60,19,57,4,29.667,6,2,6,3,0,0,2,1
台灣北社,1,6,1,6,61,51,89,60,19,57,7,36.667,3,2,3,1,0,0,1,0
人禾環境倫理發展基金會,1,6,1,6,61,51,89,60,19,46,46,46,1,1,1,0,0,0,1,0
漢藏友好協會,2,11,7,8,55,52,5,60,19,8,8,8,1,1,1,1,0,0,0,0
勞動黨,3,10,2,1,48,60,58,57,19,55,25,40,2,1,2,0,2,0,0,0
反媒體巨獸青年聯盟,2,11,1,8,55,52,89,60,19,57,16,32.333,3,0,3,2,0,0,1,0
中港溪青年工作隊,5,8,3,6,13,15,15,60,19,26,26,26,1,0,1,0,0,0,0,1
工作貧窮研究室,2,11,1,8,55,52,89,60,19,57,57,57,1,0,1,1,0,0,0,0
高雄市產業總工會,2,11,1,8,55,52,89,60,19,57,6,33,4,1,4,2,1,0,1,0
台灣農努聯盟,7,7,12,8,3,3,3,60,19,5,5,5,1,0,1,1,0,0,0,0
桃園縣教育產業工會,1,10,2,1,61,60,58,57,19,55,8,36.333,3,2,3,0,1,0,1,1
工作傷害受害人協會,1,10,2,7,61,60,58,41,19,55,21,36.5,4,2,4,0,3,0,1,0
台灣勞工陣線,2,11,1,8,55,52,89,60,19,57,8,33.5,4,2,4,3,1,0,0,0
台灣教授協會,1,6,1,6,61,51,89,60,19,57,7,31,5,2,5,2,0,0,2,0
勵馨基金會,1,6,1,8,61,51,89,60,19,57,24,42.333,3,1,3,2,0,0,1,0
台灣自由圖博學生聯盟,2,11,7,8,55,52,5,60,19,8,8,8,1,1,1,1,0,0,0,0
g0v零時政府,2,11,1,8,55,52,89,60,19,16,7,11.5,2,0,2,0,0,0,1,0
文化元年,1,6,1,8,61,51,89,60,19,57,24,42.333,3,1,3,2,0,0,1,0
台灣環境保護聯盟,1,6,1,6,61,51,89,60,19,46,21,33.5,2,1,2,0,0,0,2,0
卓蘭白布帆自救會,5,8,3,6,13,15,15,60,19,26,26,26,1,0,1,0,0,0,0,1
桃園在地聯盟,1,10,2,1,61,60,58,57,19,55,8,28,3,1,3,0,1,0,1,1
台灣基地協會,6,2,4,1,9,9,9,57,19,12,12,12,1,1,1,0,0,1,0,0
中央大學性／別研究室,3,10,2,1,48,60,58,57,19,55,55,55,1,1,1,0,1,0,0,0
台灣鐵路工會,4,9,9,7,26,28,26,41,19,45,45,45,1,1,1,0,1,0,0,0
二二八共生音樂節工作小組,1,6,6,6,61,51,4,60,19,7,7,7,1,1,1,0,0,0,0,0
不要核四五六運動,1,6,1,6,61,51,89,60,19,46,46,46,1,1,1,0,0,0,1,0
苑裡反瘋車自救會,2,8,3,8,55,15,15,60,19,26,16,21,2,0,2,0,0,0,1,1
台灣高等教育產業工會,1,10,2,7,61,60,58,41,19,55,25,42.75,4,3,4,0,3,0,1,0
台南市社區大學,2,11,1,8,55,52,89,60,19,57,24,40.5,2,0,2,2,0,0,0,0
鹽寮反核自救會,1,6,1,6,61,51,89,60,19,21,21,21,1,0,1,0,0,0,1,0
後龍灣寶自救會,5,8,3,6,13,15,15,60,19,26,26,26,1,0,1,0,0,0,0,1
殘障聯盟,2,11,1,8,55,52,89,60,19,57,24,40.5,2,0,2,2,0,0,0,0
環境法律人協會,1,6,1,6,61,51,89,60,19,46,8,25.25,4,1,4,0,0,0,2,2
台灣性別平等教育協會,6,2,4,1,9,9,9,57,19,12,12,12,1,1,1,0,0,1,0,0
中環股份有限公司關係企業工會,3,10,2,1,48,60,58,57,19,55,55,55,1,1,1,0,1,0,0,0
激進陣線,1,6,1,6,61,51,89,60,19,46,7,26.5,2,2,2,0,0,0,1,0
憲法133實踐聯盟,2,11,1,8,55,52,89,60,19,57,7,26.667,3,0,3,1,0,0,1,0
後龍火葬場自救會,5,8,3,6,13,15,15,60,19,26,26,26,1,0,1,0,0,0,0,1
航空城反迫遷聯盟,1,10,2,1,61,60,58,57,19,8,8,8,1,0,1,0,0,0,0,1
同光同志長老教會,6,2,4,1,9,9,9,57,19,12,12,12,1,1,1,0,0,1,0,0
全國金融業工會聯合總會,4,9,9,7,26,28,26,41,19,45,45,45,1,1,1,0,1,0,0,0
公民監督國會聯盟,1,6,1,6,61,51,89,60,19,57,46,51.5,2,1,2,1,0,0,1,0
台灣都市更新受害者聯盟,1,10,2,1,61,60,58,57,19,55,16,33.6,5,2,5,0,2,0,2,1
中華民國兒童權益促進協會,3,10,2,1,48,60,58,57,19,25,25,25,1,0,1,0,1,0,0,0
台灣少年權益與福利促進聯盟,2,11,1,8,55,52,89,60,19,57,24,40.5,2,0,2,2,0,0,0,0
親子共學促進會,1,6,1,6,61,51,89,60,19,57,21,41.333,3,1,3,1,0,0,2,0
捍衛苗栗青年聯盟,2,11,1,8,55,52,89,60,19,57,16,33,3,0,3,1,0,0,1,1
天主教希望職工中心,3,10,2,1,48,60,58,57,19,55,55,55,1,1,1,0,1,0,0,0
全國教師工會總聯合會,1,10,2,7,61,60,58,41,19,55,45,48.667,3,3,3,0,2,0,1,0
宜蘭友善生活小舖,1,6,1,6,61,51,89,60,19,46,46,46,1,1,1,0,0,0,1,0
台北市產業總工會,3,10,2,7,48,60,58,41,19,55,25,41.667,3,2,3,0,3,0,0,0
李江却台語文教基金會,1,6,1,6,61,51,89,60,19,21,21,21,1,0,1,0,0,0,1,0
竹南崎頂自救會,5,8,3,6,13,15,15,60,19,26,26,26,1,0,1,0,0,0,0,1
黨產歸零聯盟,2,11,1,8,55,52,89,60,19,57,57,57,1,0,1,1,0,0,0,0
台灣女性學學會,6,2,4,1,9,9,9,57,19,12,12,12,1,1,1,0,0,1,0,0
天主教會新竹教區越南外勞配偶辦公室,3,10,2,1,48,60,58,57,19,55,55,55,1,1,1,0,1,0,0,0
全國產業總工會,4,9,9,7,26,28,26,41,19,45,45,45,1,1,1,0,1,0,0,0
反核部隊,1,6,1,6,61,51,89,60,19,46,46,46,1,1,1,0,0,0,1,0
反教育商品化聯盟,2,9,2,7,55,28,58,41,19,45,16,30.5,2,1,2,0,1,0,1,0
樂生保留自救會,1,6,1,6,61,51,89,60,19,21,21,21,1,0,1,0,0,0,1,0
公投護台灣聯盟,1,11,1,8,61,52,89,60,19,57,21,39,2,0,2,1,0,0,1,0
台灣同志家庭權益促進會,6,2,4,1,9,9,9,57,19,12,12,12,1,1,1,0,0,1,0,0
日日春關懷互助協會,3,10,2,1,48,60,58,57,19,55,55,55,1,1,1,0,1,0,0,0
非典勞動工作坊,4,9,9,7,26,28,26,41,19,45,45,45,1,1,1,0,1,0,0,0
全國自主勞工聯盟,3,10,2,7,48,60,58,41,19,55,25,41.667,3,2,3,0,3,0,0,0
苗栗大埔遭拆遷戶,5,8,3,6,13,15,15,60,19,26,26,26,1,0,1,0,0,0,0,1
婦女新知基金會,2,11,1,8,55,52,89,60,19,57,12,31,3,1,3,2,0,1,0,0
世新大學社會發展所,3,10,2,1,48,60,58,57,19,55,55,55,1,1,1,0,1,0,0,0
新高市產業總工會,4,9,9,7,26,28,26,41,19,45,45,45,1,1,1,0,1,0,0,0
反反反行動聯盟,2,11,1,8,55,52,89,60,19,16,16,16,1,0,1,0,0,0,1,0
台灣環境資訊協會,1,6,1,8,61,51,89,60,19,57,24,42.333,3,1,3,2,0,0,1,0
菲律賓歸僑關懷連線,1,10,2,1,61,60,58,57,19,55,21,38,2,1,2,0,1,0,1,0
苗栗好生活協會,5,8,3,6,13,15,15,60,19,26,26,26,1,0,1,0,0,0,0,1
台南市產業總工會,4,9,9,7,26,28,26,41,19,45,45,45,1,1,1,0,1,0,0,0
黑手那卡西,3,10,2,1,48,60,58,57,19,55,25,40,2,1,2,0,2,0,0,0
民間監督健保聯盟,2,11,1,8,55,52,89,60,19,57,24,40.5,2,0,2,2,0,0,0,0
苗栗生態環境協會,5,8,3,6,13,15,15,60,19,26,26,26,1,0,1,0,0,0,0,1
華光社區訪調小組,3,10,2,1,48,60,58,57,19,55,55,55,1,1,1,0,1,0,0,0
苗栗縣產業總工會,4,9,9,7,26,28,26,41,19,45,45,45,1,1,1,0,1,0,0,0
台灣千里步道協會,1,6,1,6,61,51,89,60,19,46,46,46,1,1,1,0,0,0,1,0
嘉義市桃山人文會館,2,11,1,8,55,52,89,60,19,57,57,57,1,0,1,1,0,0,0,0
新竹縣產業總工會,3,10,2,7,48,60,58,41,19,55,45,50,2,2,2,0,2,0,0,0
台灣女人連線,1,6,1,6,61,51,89,60,19,57,46,51.5,2,1,2,1,0,0,1,0
兩岸協議監督聯盟,2,11,1,8,55,52,89,60,19,57,24,40.5,2,0,2,2,0,0,0,0
台北水噹噹姊妹聯盟,2,11,1,8,55,52,89,60,19,57,57,57,1,0,1,1,0,0,0,0
台灣性別人權協會,3,10,2,1,48,60,58,57,19,55,55,55,1,1,1,0,1,0,0,0
桃園縣產業總工會,3,10,2,7,48,60,58,41,19,55,25,41.667,3,2,3,0,3,0,0,0
社區大學全國促進會,1,6,1,8,61,51,89,60,19,57,24,42.333,3,1,3,2,0,0,1,0
台灣社會研究季刊社,3,10,2,1,48,60,58,57,19,55,55,55,1,1,1,0,1,0,0,0
青年勞動九五聯盟,3,10,2,7,48,60,58,41,19,55,25,41.667,3,2,3,0,3,0,0,0
建教生權益促進聯盟,2,11,1,8,55,52,89,60,19,57,24,40.5,2,0,2,2,0,0,0,0
苗栗後生會,5,8,3,6,13,15,15,60,19,26,26,26,1,0,1,0,0,0,0,1
台灣獨立建國聯盟,2,11,1,8,55,52,89,60,19,57,57,57,1,0,1,1,0,0,0,0
宜蘭縣產業總工會,4,9,9,7,26,28,26,41,19,45,45,45,1,1,1,0,1,0,0,0
華隆自救會,3,10,2,1,48,60,58,57,19,25,25,25,1,0,1,0,1,0,0,0
RCA員工關懷協會,1,6,1,6,61,51,89,60,19,21,21,21,1,0,1,0,0,0,1,0
人權公約施行監督聯盟,2,11,1,8,55,52,89,60,19,57,26,41.5,2,0,2,1,0,0,0,1
台灣21世紀婦女協會,2,11,1,8,55,52,89,60,19,57,57,57,1,0,1,1,0,0,0,0
台灣區倉儲運輸業工會聯合會,3,10,2,1,48,60,58,57,19,55,55,55,1,1,1,0,1,0,0,0
台灣國際家庭互助協會,3,10,2,1,48,60,58,57,19,55,55,55,1,1,1,0,1,0,0,0
台塑關係企業工會聯合會,4,9,9,7,26,28,26,41,19,45,45,45,1,1,1,0,1,0,0,0
中華電信工會,4,9,9,7,26,28,26,41,19,45,45,45,1,1,1,0,1,0,0,0
南臺灣廢核行動聯盟,1,6,1,6,61,51,89,60,19,21,21,21,1,0,1,0,0,0,1,0
永社,2,11,1,8,55,52,89,60,19,57,26,41.5,2,0,2,1,0,0,0,1
台灣基層護理產業工會,3,10,2,7,48,60,58,41,19,55,45,50,2,2,2,0,2,0,0,0
澄社,2,11,1,8,55,52,89,60,19,57,24,35.667,3,0,3,2,0,0,0,1
台灣公義社,2,11,1,8,55,52,89,60,19,57,57,57,1,0,1,1,0,0,0,0
非典型勞動工作坊,3,10,2,1,48,60,58,57,19,55,25,40,2,1,2,0,2,0,0,0
廢除死刑推動聯盟,2,11,1,8,55,52,89,60,19,57,57,57,1,0,1,1,0,0,0,0
台灣新聞傳播產業工會,3,10,2,1,48,60,58,57,19,55,55,55,1,1,1,0,1,0,0,0
高雄市職業總工會,4,9,9,7,26,28,26,41,19,45,45,45,1,1,1,0,1,0,0,0
鄭南榕基金會,5,8,3,6,13,15,15,60,19,26,26,26,1,0,1,0,0,0,0,1
台灣跨性別權益行動會,3,10,2,1,48,60,58,57,19,55,55,55,1,1,1,0,1,0,0,0
高雄市機械總工會,4,9,9,7,26,28,26,41,19,45,45,45,1,1,1,0,1,0,0,0
主婦聯盟生活消費合作社,1,6,1,6,61,51,89,60,19,46,46,46,1,1,1,0,0,0,1,0
台北律師公會人權委員會,5,8,3,6,13,15,15,60,19,26,26,26,1,0,1,0,0,0,0,1
宜蘭人文基金會,1,6,1,6,61,51,89,60,19,46,46,46,1,1,1,0,0,0,1,0
台灣法學會,5,8,3,6,13,15,15,60,19,26,26,26,1,0,1,0,0,0,0,1
台灣民族同盟,2,11,1,8,55,52,89,60,19,57,57,57,1,0,1,1,0,0,0,0
爸爸非核陣線,1,6,1,6,61,51,89,60,19,46,46,46,1,1,1,0,0,0,1,0
荒野保護協會,1,6,1,6,61,51,89,60,19,46,46,46,1,1,1,0,0,0,1,0
台灣社,2,11,1,8,55,52,89,60,19,57,57,57,1,0,1,1,0,0,0,0
台灣護理產業工會,4,9,9,7,26,28,26,41,19,45,45,45,1,1,1,0,1,0,0,0
中華民國視覺藝術協會,1,6,1,6,61,51,89,60,19,46,46,46,1,1,1,0,0,0,1,0
台灣社會福利總盟,2,11,1,8,55,52,89,60,19,57,57,57,1,0,1,1,0,0,0,0
台灣大學工會,4,9,9,7,26,28,26,41,19,45,45,45,1,1,1,0,1,0,0,0
醫師勞動條件改革小組,3,10,2,7,48,60,58,41,19,55,45,50,2,2,2,0,2,0,0,0
市縣政府機關環保工會聯合會,4,9,9,7,26,28,26,41,19,45,45,45,1,1,1,0,1,0,0,0
台灣客社,2,11,1,8,55,52,89,60,19,57,57,57,1,0,1,1,0,0,0,0
國道收費員自救會,4,9,9,7,26,28,26,41,19,45,45,45,1,1,1,0,1,0,0,0
新北市愛鄉協會,1,6,1,6,61,51,89,60,19,46,46,46,1,1,1,0,0,0,1,0
南洋台灣姊妹會,3,10,2,1,48,60,58,57,19,55,55,55,1,1,1,0,1,0,0,0
台灣醫療勞動正義與病人安全促進聯盟,4,9,9,7,26,28,26,41,19,45,45,45,1,1,1,0,1,0,0,0
台灣勞動政策與社會研究協會,2,11,1,8,55,52,89,60,19,57,57,57,1,0,1,1,0,0,0,0
政治大學學生勞動權益促進會,4,9,9,7,26,28,26,41,19,45,45,45,1,1,1,0,1,0,0,0
青少年發聲網,1,6,1,6,61,51,89,60,19,46,46,46,1,1,1,0,0,0,1,0
台灣出版自由陣線,4,9,9,7,26,28,26,41,19,45,45,45,1,1,1,0,1,0,0,0
前衛出版社,1,6,1,6,61,51,89,60,19,46,46,46,1,1,1,0,0,0,1,0
